"DistrictCode","prefcity","JPCode","LocName","fX","fY","iConf","iLvl"
40134,福岡県福岡市南区,21,"福岡県/福岡市/南区","130.42644","33.56156","5","4"
40137,福岡県福岡市早良区,9,"福岡県/福岡市/早良区","130.34840","33.58194","5","4"
40202,福岡県大牟田市,6,"福岡県/大牟田市","130.44606","33.03025","5","3"
40203,福岡県久留米市,49,"福岡県/久留米市","130.50838","33.31929","5","3"
40204,福岡県直方市,16,"福岡県/直方市","130.72964","33.74418","5","3"
40205,福岡県飯塚市,12,"福岡県/飯塚市","130.69142","33.64608","5","3"
40209,福岡県甘木市,12,"福岡県/甘木市","130.66557","33.42341","5","3"
40211,福岡県筑後市,9,"福岡県/筑後市","130.50215","33.21225","5","3"
40213,福岡県行橋市,10,"福岡県/行橋市","130.98296","33.72876","5","3"
40216,福岡県小郡市,14,"福岡県/小郡市","130.55554","33.39645","5","3"
40217,福岡県筑紫野市,2,"福岡県/筑紫野市","130.51559","33.49632","5","3"
40219,福岡県大野城市,14,"福岡県/大野城市","130.47870","33.53629","5","3"
40223,福岡県古賀市,21,"福岡県/古賀市","130.47000","33.72866","5","3"
40228,福岡県朝倉市,8,"福岡県/朝倉市","130.66557","33.42341","5","3"
40341,福岡県宇美町,5,"福岡県/宇美町","130.51122","33.56777","5","0"
40342,福岡県篠栗町,10,"福岡県/篠栗町","130.52621","33.62387","5","0"
40343,福岡県志免町,4,"福岡県/志免町","130.47981","33.59150","5","0"
40345,福岡県新宮町,8,"福岡県/新宮町","130.44656","33.71531","5","0"
40347,福岡県,1,"福岡県","130.87518","33.88341","3","1"
40382,福岡県水巻町,9,"福岡県","130.87518","33.88341","3","1"
40503,福岡県大刀洗町,15,"福岡県/大刀洗町","130.62245","33.37243","5","0"
40544,福岡県広川町,2,"福岡県/広川町","130.55142","33.24150","5","0"
40601,福岡県香春町,8,"福岡県/香春町","130.84740","33.66801","5","0"
40610,福岡県福智町,3,"福岡県/福岡","130.40173","33.59031","4","3"
40621,福岡県苅田町,10,"福岡県/苅田町","130.98047","33.77600","5","0"
41201,佐賀県佐賀市,50,"佐賀県/佐賀市","130.30084","33.26354","5","3"
41202,佐賀県唐津市,3,"佐賀県/唐津市","129.96797","33.45010","5","3"
41203,佐賀県鳥栖市,23,"佐賀県/鳥栖市","130.50624","33.37776","5","3"
41204,佐賀県多久市,13,"佐賀県/多久市","130.11006","33.28851","5","3"
41206,佐賀県武雄市,13,"佐賀県/武雄市","130.01915","33.19375","5","3"
41210,佐賀県神埼市,8,"佐賀県/神埼市","130.37306","33.31073","5","3"
41301,佐賀県諸富町,1,"佐賀県","130.30084","33.26354","3","1"
41321,佐賀県神埼町,1,"佐賀県/神埼町","130.37466","33.29456","5","0"
41323,佐賀県三田川町,1,"佐賀県/三田川町","130.40601","33.33234","5","0"
41327,佐賀県吉野ヶ里町,9,"佐賀県","130.30084","33.26354","3","1"
41341,佐賀県基山町,11,"佐賀県/基山町","130.52306","33.42694","5","0"
41401,佐賀県有田町,12,"佐賀県","130.30084","33.26354","3","1"
41402,佐賀県西有田町,1,"佐賀県/西松浦","129.84901","33.21058","4","2"
41423,佐賀県大町町,2,"佐賀県/大町町","130.11603","33.21387","5","0"
41424,佐賀県江北町,2,"佐賀県/江北町","130.15730","33.22046","5","0"
42201,長崎県長崎市,12,"長崎県/長崎市","129.87790","32.75031","5","3"
42202,長崎県佐世保市,12,"長崎県/佐世保市","129.71509","33.17990","5","3"
42204,長崎県諫早市,2,"長崎県/諫早市","130.05360","32.84421","5","3"
42205,長崎県大村市,16,"長崎県/大村市","129.95822","32.89996","5","3"
42207,長崎県平戸市,8,"長崎県/平戸市","129.55367","33.36806","5","3"
42212,長崎県西海市,12,"長崎県/西海市","129.64296","32.93312","5","3"
42308,長崎県時津町,19,"長崎県/時津町","129.84853","32.82888","5","0"
42312,長崎県大島町,4,"長崎県/大島町","129.61580","33.03909","5","0"
43102,熊本県熊本市東区,1,"熊本県/熊本市/東区","130.76807","32.78053","5","4"
43104,熊本県熊本市南区,2,"熊本県/熊本市/南区","130.67892","32.71536","5","4"
43105,熊本県熊本市北区,6,"熊本県/熊本市/北区","130.69426","32.90356","5","4"
43201,熊本県熊本市,44,"熊本県/熊本市","130.70790","32.80308","5","3"
43202,熊本県八代市,4,"熊本県/八代市","130.60188","32.50741","5","3"
43206,熊本県玉名市,8,"熊本県/玉名市","130.55962","32.92814","5","3"
43208,熊本県山鹿市,10,"熊本県/山鹿市","130.69130","33.01673","5","3"
43210,熊本県菊池市,16,"熊本県/菊池市","130.81325","32.97948","5","3"
43211,熊本県宇土市,4,"熊本県/宇土市","130.65857","32.68729","5","3"
43213,熊本県宇城市,12,"熊本県/宇城市","130.68428","32.64782","5","3"
43216,熊本県合志市,12,"熊本県/合志市","130.78972","32.88600","5","3"
43322,熊本県,3,"熊本県","130.70790","32.80308","3","1"
43343,熊本県,4,"熊本県","130.70790","32.80308","3","1"
43364,熊本県玉東町,16,"熊本県/玉東町","130.62859","32.91890","5","0"
43402,熊本県,4,"熊本県","130.70790","32.80308","3","1"
43404,熊本県菊陽町,9,"熊本県/菊陽町","130.82866","32.86251","5","0"
43405,熊本県合志町,5,"熊本県/合志町","130.76906","32.89547","5","0"
43442,熊本県嘉島町,8,"熊本県/嘉島町","130.75731","32.74007","5","0"
43443,熊本県益城町,1,"熊本県/益城町","130.81642","32.79140","5","0"
44201,大分県大分市,23,"大分県/大分市","131.60938","33.23952","5","3"
44202,大分県別府市,2,"大分県/別府市","131.49133","33.28464","5","3"
44206,大分県臼杵市,2,"大分県/臼杵市","131.80464","33.12595","5","3"
44522,大分県,3,"大分県","131.60938","33.23952","3","1"
45201,宮崎県宮崎市,27,"宮崎県/宮崎市","131.42024","31.90768","5","3"
45202,宮崎県都城市,2,"宮崎県/都城市","131.06149","31.71952","5","3"
45203,宮崎県延岡市,20,"宮崎県/延岡市","131.66486","32.58240","5","3"
45204,宮崎県日南市,6,"宮崎県/日南市","131.37874","31.60193","5","3"
45208,宮崎県西都市,1,"宮崎県/西都市","131.40126","32.10856","5","3"
45303,宮崎県佐土原町,8,"宮崎県/佐土原町","131.47098","32.03381","5","0"
45405,宮崎県川南町,3,"宮崎県/川南町","131.52582","32.19201","5","0"
46201,鹿児島県鹿児島市,11,"鹿児島県/鹿児島市","130.55734","31.59679","5","3"
46211,鹿児島県加世田市,2,"鹿児島県/加世田市","130.32350","31.41657","5","3"
46216,鹿児島県日置市,2,"鹿児島県/日置市","130.40244","31.63371","5","3"
46218,鹿児島県霧島市,9,"鹿児島県/霧島市","130.76314","31.74101","5","3"
46363,鹿児島県伊集院町,4,"鹿児島県/伊集院町","130.41600","31.65574","5","0"
46441,鹿児島県加治木町,3,"鹿児島県/加治木町","130.66483","31.74117","5","0"
46445,鹿児島県横川町,5,"鹿児島県/横川町","130.71513","31.85980","5","0"
47201,沖縄県那覇市,11,"沖縄県/那覇市","127.67921","26.21230","5","3"
47205,沖縄県宜野湾市,3,"沖縄県/宜野湾市","127.77864","26.28158","5","3"
47213,沖縄県うるま市,7,"沖縄県/うるま市","127.85748","26.37915","5","3"
47347,沖縄県佐敷町,2,"沖縄県/佐敷町","127.81044","26.17522","5","0"
