original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,name,housenumber,street,postcode,district,county_code,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"6 Westernagate Langley Rd.,Swindon,Wiltshire,SN5 5WN",1179,3,51.56265,-1.756725,"Swindon, England, United Kingdom",Swindon,,,SN5 5WN,,SWD,,,Swindon,England,ENG,United Kingdom,gb,0.125,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"6-8 Bonhill St.,London EC2A 4BX",1180,3,51.52258085,-0.08533943021443774,"6-8 Bonhill Street, London, EC2A 4DJ, United Kingdom",,6-8,Bonhill Street,EC2A 4DJ,London Borough of Islington,,Finsbury,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6-8,Old Bond St.,London W1X 3TA",1181,3,51.5085162,-0.1402693,"Dolce & Gabbana, 6-8 Old Bond Street, London, W1S 4PP, United Kingdom",Dolce & Gabbana,6-8,Old Bond Street,W1S 4PP,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6-9 The Square,Stockley Park,Uxbridge,Middlesex,UB11 1FW",1182,3,51.542143,-0.479459,"Uxbridge, London, ENG, United Kingdom",Uxbridge,,,,Hillingdon,,Uxbridge,London,London,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"6,Hipley St.,Old Woking,Surrey",1183,3,51.3030742,-0.5440294,"Hipley Street, Woking, GU22 9LQ, United Kingdom",Hipley Street,,Hipley Street,GU22 9LQ,,SRY,Westfield,Woking,Surrey,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6,Hipley St.,Old Woking,Surrey,GU22 9LG",1184,3,51.3030742,-0.5440294,"Hipley Street, Woking, GU22 9LQ, United Kingdom",Hipley Street,,Hipley Street,GU22 9LQ,,SRY,Westfield,Woking,Surrey,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6,Miles Gray Rd.,Basilden,Essex SS14 3AR",1185,3,51.5797573,0.445885,"Miles Gray Road, Basildon, SS14 3UL, United Kingdom",Miles Gray Road,,Miles Gray Road,SS14 3UL,,ESS,,Basildon,Essex,England,ENG,United Kingdom,gb,0.4961249999999999,0.7875,0.7875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6/8 Long Lane,London EC1A 9HF",1186,3,51.5199854,-0.0981545,"City of London, EC1A 9HF, United Kingdom",,,,EC1A 9HF,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6/8 Long Lane,London,EC1A 9HF",1187,3,51.5199854,-0.0981545,"City of London, EC1A 9HF, United Kingdom",,,,EC1A 9HF,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6/8 Sackville St.,London W1X 1DD",1188,3,51.5093756,-0.1379554,"8a Sackville Street, London, United Kingdom",,8a,Sackville Street,,Westminster,,Mayfair,London,London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"60 Cannon St.,London,EC4N 6JP",1189,3,51.5119011,-0.09224108848009985,"EAT., 60 Cannon Street, City of London, EC4N 6NP, United Kingdom",EAT.,60,Cannon Street,EC4N 6NP,City of London,,Vintry,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"60 Lombard St.,London,EC3V 9EA",1190,3,51.51252195,-0.08646455918821025,"60 Lombard Street, City of London, EC3V 9EA, United Kingdom",,60,Lombard Street,EC3V 9EA,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"61 Aldwych,London,WC2B 4AE",1191,3,51.5136899,-0.11735,"London, WC2B 4AE, United Kingdom",,,,WC2B 4AE,,,,London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"61 Central St.,London EC1V 8AN",1192,3,51.5282867,-0.097069,"Central Street, Street, London, EC1V 8AX, United Kingdom",Central Street,,Central Street,EC1V 8AX,London Borough of Islington,,Finsbury,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"61 Central St.London,EC1V 8AN",1193,3,51.52692035,-0.09660706895771556,"Chicken Diner, 102 Street, London, EC1V 8AB, United Kingdom",Chicken Diner,102,Central Street,EC1V 8AB,London Borough of Islington,,Finsbury,London,Greater London,England,ENG,United Kingdom,gb,0.13891499999999998,0.7,0.44099999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"610 Centennial Park,Centennial Ave.,Elstree,Herts,WD6 3TJ",1194,3,51.6391556,-0.3061715,"Centennial Avenue, Hertsmere, WD6 3SZ, United Kingdom",Centennial Avenue,,Centennial Avenue,WD6 3SZ,,HRT,Elstree and Borehamwood,Hertsmere,Hertfordshire,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"610 Centennial Park,Centennial Ave.,Elstree,Herts,WD6 3TL",1195,3,51.6391556,-0.3061715,"Centennial Avenue, Hertsmere, WD6 3SZ, United Kingdom",Centennial Avenue,,Centennial Avenue,WD6 3SZ,,HRT,Elstree and Borehamwood,Hertsmere,Hertfordshire,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"62-70 Shorts Garden,London,WC2H 9AH",1196,3,51.514993,-0.092813,"City of London, London, WC2H 9AH, United Kingdom",City of London,,,WC2H 9AH,City of London,,,London,London,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"62/64 Well St.,Hackney,London",1197,3,51.5405718,-0.050985,"64 Well Street, London, E9 6RG, United Kingdom",,64,Well Street,E9 6RG,Hackney,,South Hackney,London,London,England,ENG,United Kingdom,gb,0.63,1,1,,,
United Kingdom,"63 Curzon St.,London W1J 8PD",1198,3,51.5078279,-0.1448888,"Hiro Miyoshi, 63 Curzon Street, London, W1J 7UL, United Kingdom",Hiro Miyoshi,63,Curzon Street,W1J 7UL,St. James's,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"63 Curzon St.,London,W1Y 7PE",1199,3,51.507828,-0.144889,"63 Curzon Street, London, W1J 5HS, United Kingdom",,63,Curzon Street,W1J 5HS,Westminster,,Mayfair,London,London,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"63 Queen Victoria St.,London,EC4N 4UA",1200,3,51.5121671,-0.0942146,"Sainsbury's Local, 63 Queen Victoria Street, City of London, EC4N 4UA, United Kingdom",Sainsbury's Local,63,Queen Victoria Street,EC4N 4UA,,,Vintry,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"63 Queen Victria St.,London EC4N 4UD",1201,3,51.512167,-0.094215,"63 Queen Victoria Street, London, EC4N 4UA, United Kingdom",,63,Queen Victoria Street,EC4N 4UA,City of London,,Cannon,London,London,England,ENG,United Kingdom,gb,0.4961249999999999,1,0.7875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"63 Queen Victria St.,London EC4N4UD",1202,3,51.512167,-0.094215,"63 Queen Victoria Street, London, EC4N 4UA, United Kingdom",,63,Queen Victoria Street,EC4N 4UA,City of London,,Cannon,London,London,England,ENG,United Kingdom,gb,0.4961249999999999,1,0.7875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"64 Barwell Business Park Leatherhhead Rd.Chessington,Surrey KT9 2NY",1203,3,51.3537629,-0.311033664112983,"Barwell Business Park, London, KT9 2NY, United Kingdom",Barwell Business Park,,,KT9 2NY,Royal Borough of Kingston upon Thames,,Chessington,London,Greater London,England,ENG,United Kingdom,gb,0.375,1,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"64-66 Mark Lane,London,EC3R 7HS",1204,3,51.5111446,-0.0801123,"Mark Lane, City of London, EC3R 7NQ, United Kingdom",Mark Lane,,Mark Lane,EC3R 7NQ,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"64-66 Mark Lane,London,EC3R 7PJ",1205,3,51.5111446,-0.0801123,"Mark Lane, City of London, EC3R 7NQ, United Kingdom",Mark Lane,,Mark Lane,EC3R 7NQ,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"64-66 St.Pauls Churchyard,London EC4M 8AA",1206,3,51.5145339,-0.0981903,"65 St. Paul's Churchyard, London, EC4M 8AA, United Kingdom",,65,St. Paul's Churchyard,EC4M 8AA,City of London,,Blackfriars,London,London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"65 London Wall,London,EC2M 5TU",1207,3,51.5168305,-0.086379,"Hedox Clinic, 65 London Wall, City of London, EC2M 5TU, United Kingdom",Hedox Clinic,65,London Wall,EC2M 5TU,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"66 Burners Lane,Kiln Farm,Milton Keynes,MK11 3HD",1208,3,52.0490653,-0.8235367,"Burners Lane, Milton Keynes, MK11 3HD, United Kingdom",Burners Lane,,Burners Lane,MK11 3HD,Abbey Hill,,Abbey Hill,Milton Keynes,City of Milton Keynes,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,66 Chiltem St.London W1M 2AP,1209,3,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,66 Chilten St.London W1M 2AP,1210,3,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"66 Chilten St.London,W1M 2AP",1211,3,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"66 Chiltern St.,London W1M 2AP",1212,3,51.520796,-0.156012,"75 Chiltern Street, London, W1U 5AQ, United Kingdom",,75,Chiltern Street,W1U 5AQ,Westminster,,Marylebone,London,London,England,ENG,United Kingdom,gb,0.6,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"66 Chiltern St.,London W1U 4AG",1213,3,51.5203069,-0.1553901,"Wulf and Lamb, 66 Chiltern Street, London, W1U 4EJ, United Kingdom",Wulf and Lamb,66,Chiltern Street,W1U 4EJ,Westminster,,Marylebone,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"66 Chiltern St.,London WIM 2AP",1214,3,51.5203069,-0.1553901,"Wulf and Lamb, 66 Chiltern Street, London, W1U 4EJ, United Kingdom",Wulf and Lamb,66,Chiltern Street,W1U 4EJ,Westminster,,Marylebone,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"66 Chiltern St.,London,W1U 4AG",1215,3,51.5203069,-0.1553901,"Wulf and Lamb, 66 Chiltern Street, London, W1U 4EJ, United Kingdom",Wulf and Lamb,66,Chiltern Street,W1U 4EJ,Westminster,,Marylebone,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"66 Mark Lane London,EC3R 7HS",1216,3,51.5111446,-0.0801123,"Mark Lane, City of London, EC3R 7NQ, United Kingdom",Mark Lane,,Mark Lane,EC3R 7NQ,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"66 Neal St.,London WC2H 9PA",1217,3,51.5148214,-0.1260970837250226,"Tabio, 66 Neal Street, London, WC2H 9BN, United Kingdom",Tabio,66,Neal Street,WC2H 9BN,London Borough of Camden,,Bloomsbury,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"66 Queen St.,Edinburgh Scotland",1218,3,55.9535786,-3.2053267,"66 Queen Street, City of Edinburgh, EH2 4NA, United Kingdom",,66,Queen Street,EH2 4NA,First New Town,,New Town/Broughton,City of Edinburgh,,Scotland,SCT,United Kingdom,gb,0.7290000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"671 Spur Rd.,North Feltham Trading Estate,Feltham,Middlesex,TW14 0SL",1219,3,51.4637775,-0.4051383,"Spur Road, London, TW14 0SL, United Kingdom",Spur Road,,Spur Road,TW14 0SL,London Borough of Hounslow,,Hounslow West,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"671 Spur Rd.,North Feltham Trasing Estate,Feltham,Middlesex,TW14 0SL",1220,3,51.4637775,-0.4051383,"Spur Road, London, TW14 0SL, United Kingdom",Spur Road,,Spur Road,TW14 0SL,London Borough of Hounslow,,Hounslow West,London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"68 King William St.,London,EC4N 7DZ",1221,3,51.511239,-0.0868999,"Chipotle, 68 King William Street, City of London, EC4N 7HR, United Kingdom",Chipotle,68,King William Street,EC4N 7HR,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"68 Upper Thames St.,London EC4V 3BJ",1222,3,51.51073,-0.0939099,"City of London, EC4V 3BJ, United Kingdom",,,,EC4V 3BJ,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"68 Vpper Thames St.,London EC4V 3BJ",1223,3,51.51073,-0.0939099,"City of London, EC4V 3BJ, United Kingdom",,,,EC4V 3BJ,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"69 Grosvenor St.,London,W1K 3JP",1224,3,51.5117459,-0.14606521704962153,"69 Grosvenor Street, London, W1K 3JZ, United Kingdom",,69,Grosvenor Street,W1K 3JZ,,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"69 Grosvenor St.,Mayfair London,W1K 3JP",1225,3,51.5117459,-0.14606521704962153,"69 Grosvenor Street, London, W1K 3JZ, United Kingdom",,69,Grosvenor Street,W1K 3JZ,,,Mayfair,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"69 Regent St.,London W1R 7HG",1226,3,51.509688100000005,-0.13638776106856387,"Coccinelle, 69 Regent Street, London, W1B 4EE, United Kingdom",Coccinelle,69,Regent Street,W1B 4EE,St. James's,,Mayfair,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.24300000000000002,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"69 Regent St.,London,W1B 4ED",1227,3,51.509688100000005,-0.13638776106856387,"Coccinelle, 69 Regent Street, London, W1B 4EE, United Kingdom",Coccinelle,69,Regent Street,W1B 4EE,St. James's,,Mayfair,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.5670000000000001,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"69 Regent St.,London,W1R 7HG",1228,3,51.509688100000005,-0.13638776106856387,"Coccinelle, 69 Regent Street, London, W1B 4EE, United Kingdom",Coccinelle,69,Regent Street,W1B 4EE,St. James's,,Mayfair,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.24300000000000002,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,69 Regent St.London W1R 7HG,1229,3,52.663642,-1.580326,United Kingdom,United Kingdom,,,,,,,,,,,United Kingdom,gb,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"6B Forres St.,Edinburgh EH3 6BJ Scotland",1230,3,55.9537148,-3.2079094,"6B Forres Street, City of Edinburgh, EH3 6DE, United Kingdom",,6B,Forres Street,EH3 6DE,Moray Feu,,New Town/Broughton,City of Edinburgh,Edinburgh,Scotland,SCT,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,6F Finsbury Circus House 12/15 Finsbury Circus London EC2M 7EB,1231,3,51.5182136,-0.0853162,"City of London, EC2M 7EB, United Kingdom",,,,EC2M 7EB,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,1 St Martin's Le Grand,London,EC1A 4BB",1232,3,51.51644865,-0.09776585879604383,"1 St. Martin's Le Grand, City of London, EC1A 4AS, United Kingdom",,1,St. Martin's Le Grand,EC1A 4AS,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,100 Ludgate Hill,London,EC4M 7RE",1233,3,51.5143,-0.10378,"City of London, EC4M 7RE, United Kingdom",,,,EC4M 7RE,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,125 Old Broad St.,London,EC2N 1AR",1234,3,51.5147929,-0.0856924,"Pret A Manger, 125 Old Broad Street, City of London, EC2N 1AR, United Kingdom",Pret A Manger,125,Old Broad Street,EC2N 1AR,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,20 Old Bailey,London,EC4M 7AM",1235,3,51.5156385,-0.1027039,"Triodos Bank, 20 Old Bailey, City of London, EC4M 7NB, United Kingdom",Triodos Bank,20,Old Bailey,EC4M 7NB,West Smithfield,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,20 Old Bailey,London,EC4M 7AN",1236,3,51.5156385,-0.1027039,"Triodos Bank, 20 Old Bailey, City of London, EC4M 7NB, United Kingdom",Triodos Bank,20,Old Bailey,EC4M 7NB,West Smithfield,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,200 Aldersgate St.,London,EC1A 4HD",1237,3,51.5171828,-0.0970164,"Pret A Manger, 200 Aldersgate Street, City of London, EC1A 4HD, United Kingdom",Pret A Manger,200,Aldersgate Street,EC1A 4HD,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,3 Thomas More Sq.,London E1W 1YW",1238,3,51.508086649999996,-0.06745736220340005,"3 Thomas More Square, London, E1W 1WY, United Kingdom",,3,Thomas More Square,E1W 1WY,London Borough of Tower Hamlets,,Wapping,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,38 Finsbury Sq.London EC2A 1PX",1239,3,51.5202348,-0.0854463,"38 Finsbury Square, London, EC2A 1PX, United Kingdom",,38,Finsbury Square,EC2A 1PX,London Borough of Islington,,Finsbury,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,38 Finsbury Sq.London,EC2A 1LT",1240,3,51.5202348,-0.0854463,"38 Finsbury Square, London, EC2A 1PX, United Kingdom",,38,Finsbury Square,EC2A 1PX,London Borough of Islington,,Finsbury,London,Greater London,England,ENG,United Kingdom,gb,0.3086999999999999,0.7,0.44099999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,4 Broadgate,London EC2M 2AH",1241,3,51.520494,-0.079931,"Broadgate, London, ENG, United Kingdom",Broadgate,,,,City of London,,Broadgate,London,London,England,ENG,United Kingdom,gb,1,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"6th Fl.,5/10 Bury St.,London EC3A 5BD",1242,3,51.5143835,-0.07934228373981876,"5-10 Bury Street, City of London, EC3A 5AW, United Kingdom",,5-10,Bury Street,EC3A 5AW,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,5/10 Bury St.,London,EC3A 5BD",1243,3,51.5143835,-0.07934228373981876,"5-10 Bury Street, City of London, EC3A 5AW, United Kingdom",,5-10,Bury Street,EC3A 5AW,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,5/10 Bury St.London EC3A",1244,3,51.5143835,-0.07934228373981876,"5-10 Bury Street, City of London, EC3A 5AW, United Kingdom",,5-10,Bury Street,EC3A 5AW,,,Bishopsgate,City of London,Greater London,England,ENG,United Kingdom,gb,0.3086999999999999,0.7,0.44099999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,5/10 Bury St.London EC3A 5BD",1245,3,51.634242,-0.069168,"Bury Street, London, United Kingdom",,,Bury Street,,Enfield,,Edmonton,London,London,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,52-54 Gracechurch St.,London EC3V 0EH",1246,3,51.51106405,-0.08519313913440421,"52-54 Gracechurch Street, City of London, EC3V 0EH, United Kingdom",,52-54,Gracechurch Street,EC3V 0EH,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,6 Gracechurch St.,London EC3V 0AT",1247,3,51.5128315,-0.0845788,"Pod, 6 Gracechurch Street, City of London, EC3V 0AT, United Kingdom",Pod,6,Gracechurch Street,EC3V 0AT,,,Cornhill,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,65 Gresham St.,London EC2V 7NQ",1248,3,51.5149817,-0.0910919,"Gresham Street, City of London, EC2V 7NQ, United Kingdom",Gresham Street,,Gresham Street,EC2V 7NQ,,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,74-78 Finshury Pavement,London EC2A 1AT",1249,3,51.514993,-0.092813,"City of London, London, EC2A 1AT, United Kingdom",City of London,,,EC2A 1AT,City of London,,,London,London,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"6th Fl.,88 Wood St.,London,EC2V 7DA",1250,3,51.5171393,-0.094835,"Pret A Manger, 88 Wood Street, City of London, EC2V 7AJ, United Kingdom",Pret A Manger,88,Wood Street,EC2V 7AJ,City of London,,Cheap,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Barnard's Inn,86 Fetter Lane,London,EC4A 1EN",1251,3,51.51712,-0.10941,"City of London, EC4A 1EN, United Kingdom",,,,EC4A 1EN,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Cassini House,57-58 St James's St.,London,SW1A 1LD",1252,3,51.50679,-0.1403,"London, SW1A 1LD, United Kingdom",,,,SW1A 1LD,,,,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Cassini House,57-58 St.James's St.,London,SW1A 1LD",1253,3,51.50679,-0.1403,"London, SW1A 1LD, United Kingdom",,,,SW1A 1LD,,,,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Dukes House,32-38 Dukes Place London,EC3A 7LP",1254,3,51.514408,-0.077625,"32-38 Dukes Place, London, EC3A 7LP, United Kingdom",,32-38,Dukes Place,EC3A 7LP,City of London,,Aldgate,London,London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Finsbury Circus House 12-15 Finsbury Circus,London EC2M 7EB",1255,3,51.5182136,-0.0853162,"City of London, EC2M 7EB, United Kingdom",,,,EC2M 7EB,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Finsbury Circus House,12-15 Finsbury Circus,London,EC2M 7EB",1256,3,51.5182136,-0.0853162,"City of London, EC2M 7EB, United Kingdom",,,,EC2M 7EB,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"6th Fl.,Firsbury Circus House,12-15 Finsbury Circus,London,EC2M 7EB",1257,3,51.5182136,-0.0853162,"City of London, EC2M 7EB, United Kingdom",,,,EC2M 7EB,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
