original_countryname,original_AddressAlph,original_address_id,original_group,lat,lon,formatted,housenumber,name,street,postcode,district,suburb,county_code,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
United Kingdom,"Gartmore House,POB 65,16-18 Monument,London EC3R 8QQ",2125,5,53.350286749999995,-1.4639132519491056,"65 Thorpe House Road, Sheffield, S8 9NT, United Kingdom",65,,Thorpe House Road,S8 9NT,,Norton Lees,,Sheffield,South Yorkshire,England,ENG,United Kingdom,gb,0.14883749999999998,0.3,0.11249999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Gee Rd.,Whitwick Business Park,Coalville,Leicestershire LE67 4NH",2126,5,52.72692935,-1.363333602570144,"Whitwick Business Park, North West Leicestershire, LE67 4NH, United Kingdom",,Whitwick Business Park,,LE67 4NH,,Greenhill,LEC,North West Leicestershire,Leicestershire,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Genesis House,17,Godliman St.,London,EC4V 5BD",2127,5,51.5125041,-0.0988759,"Miyama, 17 Godliman Street, City of London, EC4V 5BD, United Kingdom",17,Miyama,Godliman Street,EC4V 5BD,,Vintry,,City of London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Genesis House,17,Goldiman St.,London,EC4V 5DV",2128,5,51.512504,-0.098876,"17 Godliman Street, London, EC4V 5BD, United Kingdom",17,,Godliman Street,EC4V 5BD,City of London,Blackfriars,,London,London,England,ENG,United Kingdom,gb,0.42524999999999996,1,0.675,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Gillingham House,38-44 Gillingham St.,London SW1V 1HU",2129,5,51.49342,-0.1429,"London, SW1V 1HU, United Kingdom",,,,SW1V 1HU,,,,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Gillingham House,38-44 Gillingham St.,London,SW1V 1HU",2130,5,51.49342,-0.1429,"London, SW1V 1HU, United Kingdom",,,,SW1V 1HU,,,,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Gillingham House,Gillingham St.London SW1",2131,5,51.038628,-2.2687116,"Gillingham School, Hardings Lane, Gillingham, SP8 4QP, United Kingdom",,Gillingham School,Hardings Lane,SP8 4QP,Gillingham Civil Parish,,DOR,Gillingham,Dorset,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Gillingnam House,38-44 Gillingnam St.,London SWIV IHU",2132,5,51.514993,-0.092813,"City of London, London, ENG, United Kingdom",,City of London,,,City of London,,,London,London,England,ENG,United Kingdom,gb,0.25,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,Glasgow,2133,5,55.861155,-4.2501687,"Glasgow, G2 1DY, United Kingdom",,Glasgow,,G2 1DY,,,GLG,Glasgow,Glasgow City,Scotland,SCT,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Glasgow,Scotland",2134,5,55.861155,-4.2501687,"Glasgow, G2 1DY, United Kingdom",,Glasgow,,G2 1DY,,,GLG,Glasgow,Glasgow City,Scotland,SCT,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Glass Ave.,Ocean Park, Cardiff,South Glamorgan CF1 5EN",2135,5,51.4730652,-3.1475376,"Glass Avenue, Cardiff, CF24 5EP, United Kingdom",,Glass Avenue,Glass Avenue,CF24 5EP,,Splott,CRF,Cardiff,Cardiff,Wales,WLS,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Glass Ave.,Ocean Park,Cardiff,CF24 5EN",2136,5,51.4730652,-3.1475376,"Glass Avenue, Cardiff, CF24 5EP, United Kingdom",,Glass Avenue,Glass Avenue,CF24 5EP,,Splott,CRF,Cardiff,Cardiff,Wales,WLS,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Glass Ave.,Ocean Park,Cardiff,South Glamorgan CF1 5EN",2137,5,51.4730652,-3.1475376,"Glass Avenue, Cardiff, CF24 5EP, United Kingdom",,Glass Avenue,Glass Avenue,CF24 5EP,,Splott,CRF,Cardiff,Cardiff,Wales,WLS,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Glass Ave.,Ocean Park,Cardiff.CF24 5EN",2138,5,53.027189,-2.173273,"Glass Street, Stoke-On-Trent, ST1 2ET, United Kingdom",,,Glass Street,ST1 2ET,,,STS,Stoke-On-Trent,Staffordshire,England,ENG,United Kingdom,gb,0.25,0.25,0.25,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"GLEN HOUSE,Suite 115,200-208,Tottenham Court Rd.,London W1P 9LA",2139,5,51.520668,-0.133981,"200-208 Tottenham Court Road, London, W1T 2EX, United Kingdom",200-208,,Tottenham Court Road,W1T 2EX,Camden,Fitzrovia,,London,London,England,ENG,United Kingdom,gb,0.81,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Global House,14 Silver St.,Stansted Mountfitchet,Essex CM24 8HD",2140,5,51.9007147,0.1919576,"Silver Street, Uttlesford, CM24 8HA, United Kingdom",,Silver Street,Silver Street,CM24 8HA,,Stansted Mountfitchet,ESS,Uttlesford,Essex,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Gloucester Business Park Golf Club Lane,Brockworth Gloucester GL3 4AJ",2141,5,51.8435661,-2.1689574,"Golf Club Lane, Tewkesbury, GL3 4AJ, United Kingdom",,Golf Club Lane,Golf Club Lane,GL3 4AJ,,Brockworth,GLS,Tewkesbury,Gloucestershire,England,ENG,United Kingdom,gb,0.63,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Glover Rd.,Dist.11,Washington Tyne & Wear,NE37 3JD",2142,5,54.9118029,-1.5073551,"Glover Road, Sunderland, NE37 3LE, United Kingdom",,Glover Road,Glover Road,NE37 3LE,,Sulgrave,,Sunderland,Tyne and Wear,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Glover Rd.,Dist.11,Washington Tyne And England NE373JD",2143,5,54.9118029,-1.5073551,"Glover Road, Sunderland, NE37 3LE, United Kingdom",,Glover Road,Glover Road,NE37 3LE,,Sulgrave,,Sunderland,Tyne and Wear,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Glover Rd.,Dist.11,Washington Tyne And Wear,England NE37 3JD",2144,5,54.9118029,-1.5073551,"Glover Road, Sunderland, NE37 3LE, United Kingdom",,Glover Road,Glover Road,NE37 3LE,,Sulgrave,,Sunderland,Tyne and Wear,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Goldvale House,27-41 Church St.West,Woking,Surrey,GU21 6DH",2145,5,51.336683,-0.504686,"Centennium House, Woking, GU21 6DH, United Kingdom",,,Centennium House,GU21 6DH,,,SRY,Woking,Surrey,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Gondrand House,2 Oriental Rd.,London E16 2BZ",2146,5,51.50354015,0.04176630724333622,"Restore Harrow Green, 2 Oriental Road, London, E16 2BZ, United Kingdom",2,Restore Harrow Green,Oriental Road,E16 2BZ,London Borough of Newham,Silvertown,,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Gordon Rd.,Kingston Upon Thames,Surrey KT2 6DS",2147,5,51.3851906,-0.2925019,"Gordon Road, London, KT5 9AR, United Kingdom",,Gordon Road,Gordon Road,KT5 9AR,Royal Borough of Kingston upon Thames,Tolworth,,London,Greater London,England,ENG,United Kingdom,gb,0.045,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Gordon Rd.,Kingston Upon Thames,Surry Kt2 6Ds England",2148,5,51.385395,-0.293008,"Gordon Road, London, KT2 6DS, United Kingdom",,,Gordon Road,KT2 6DS,Kingston upon Thames,Surbiton,,London,London,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"GP 1,Cheaney Dr.,Grange Park,Northumpton,NN4 5FB",2149,5,52.1849214,-0.887419,"Cheaney Drive, Grange Park, NN4 5EN, United Kingdom",,Cheaney Drive,Cheaney Drive,NN4 5EN,,Grange Park,,Grange Park,West Northamptonshire,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Grafton Rd.,Burbage,Wiltshire,SN8 3BA",2150,5,51.3452035,-1.6587738,"Grafton Road, Burbage, SN8 3BX, United Kingdom",,Grafton Road,Grafton Road,SN8 3BX,,Burbage,WIL,Burbage,Wiltshire,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Grand Union Studios,332 Ladbroke Grove,London W10 5AD",2151,5,51.5257638,-0.2147044,"Union Canal Deli and Coffee, 332 Ladbroke Grove, London, W10 5AD, United Kingdom",332,Union Canal Deli and Coffee,Ladbroke Grove,W10 5AD,Royal Borough of Kensington and Chelsea,North Kensington,,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Grange Lodge,Market Sq.,Westerham,Kent TN16 1AR",2152,5,51.2670391,0.0706404,"Market Square, Westerham, TN16 1RA, United Kingdom",,Market Square,Market Square,TN16 1RA,,Westerham,KEN,Westerham,Kent,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Grange Lodge,Market Square,Westerham,Kent TN16 1AR",2153,5,51.2670391,0.0706404,"Market Square, Westerham, TN16 1RA, United Kingdom",,Market Square,Market Square,TN16 1RA,,Westerham,KEN,Westerham,Kent,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Great Britian Olympus Park,Quedgeley Gloucester GL2 4NF",2154,5,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Great Britian Olympus Park,Quedgeley Gloucester,GL2 4NF",2155,5,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Great Burgh,Burgh Heath,Epsom Surrey,KT18 5UZ",2156,5,51.31559,-0.23236,"Reigate and Banstead, KT18 5UZ, United Kingdom",,,,KT18 5UZ,,,SRY,Reigate and Banstead,Surrey,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Great Cumberland Place,London W1A 2LF",2157,5,51.5156308,-0.1600226,"Great Cumberland Place, London, W1H 7DJ, United Kingdom",,Great Cumberland Place,Great Cumberland Place,W1H 7DJ,,Marylebone,,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.1215,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Great Cumberland Place,London,W1H 7TW",2158,5,51.5156308,-0.1600226,"Great Cumberland Place, London, W1H 7DJ, United Kingdom",,Great Cumberland Place,Great Cumberland Place,W1H 7DJ,,Marylebone,,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,Greater London,2159,5,51.4893335,-0.14405508452768728,"London, ENG, UK",,,,,,,,,Greater London,England,ENG,United Kingdom,gb,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Green Lane,Tewkesburry,Gloucestershire GL20 8HE",2160,5,51.9973947,-2.1309445,"Green Lane, Tewkesbury, GL20 8SQ, United Kingdom",,Green Lane,Green Lane,GL20 8SQ,,Newtown,GLS,Tewkesbury,Gloucestershire,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Green Lane,Tewkesburry,Gloucetershire GL20 8HE",2161,5,52.064416,-2.193426,"Green Lane, Ripple, GL20 8HE, United Kingdom",,,Green Lane,GL20 8HE,Ripple,,WOR,Ripple,Worcestershire,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Greengate,Middleton Manchester,M24 1SA",2162,5,53.5289,-2.17322,"Satellite Park, Chadderton, M24 1SA, United Kingdom",,Satellite Park,,M24 1SA,,Middleton Junction,,Chadderton,Greater Manchester,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Greengate,Middleton Manchester,MZ4 1SA",2163,5,53.526289,-2.175603,"Greengate East, Manchester, M40 0JL, United Kingdom",,,Greengate East,M40 0JL,,New Moston,SLF,Manchester,Salford,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Grosvenor Rd.,Gillingham Business Park Gillingham Kent ME8 0SA",2164,5,51.36745,0.57044,"Grosvenor Road, Hale, ME8 0TZ, United Kingdom",,,Grosvenor Road,ME8 0TZ,,Gillingham Business Park,KEN,Hale,Kent,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Grosvenor Rd.,Gillingham Business Park Gillingham Kent,ME8 0SA",2165,5,51.36745,0.57044,"Grosvenor Road, Hale, ME8 0TZ, United Kingdom",,,Grosvenor Road,ME8 0TZ,,Gillingham Business Park,KEN,Hale,Kent,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Grosvenor Rd.,Gillingham Business Park, Gillingham, Kent,ME8 0SA",2166,5,51.36745,0.57044,"Grosvenor Road, Hale, ME8 0TZ, United Kingdom",,,Grosvenor Road,ME8 0TZ,,Gillingham Business Park,KEN,Hale,Kent,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Grosvenor Rd.,Gillingham Business Park,Gillingham,Kent,ME8 0SA",2167,5,51.36745,0.57044,"Grosvenor Road, Hale, ME8 0TZ, United Kingdom",,,Grosvenor Road,ME8 0TZ,,Gillingham Business Park,KEN,Hale,Kent,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ground & 1st Fl.,6 Broadgate,London EC2M 2RQ",2168,5,51.515366,0.013729,"St George and St Helena Church, London, E16 1LZ, United Kingdom",,,St George and St Helena Church,E16 1LZ,Newham,Canning Town,,London,London,England,ENG,United Kingdom,gb,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ground and 1st Fl.,6 Broadgate,London EC2M 2RQ",2169,5,51.49791305,-0.08822921607231149,"Tabard Football Ground, Tabard Street, London, SE1 4UR, United Kingdom",,Tabard Football Ground,Tabard Street,SE1 4UR,London Borough of Southwark,Southwark,,London,Greater London,England,ENG,United Kingdom,gb,0.16666666666666666,1,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ground Fl.,12 Nicholas Lane,London EC4N 7BN",2170,5,51.511529,-0.087414,"Nicholas Lane, City of London, EC4N 7DT, United Kingdom",,Nicholas Lane,Nicholas Lane,EC4N 7DT,,Cornhill,,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ground Fl.,12 Nicholas Lane,London,EC4N 7BN",2171,5,51.511529,-0.087414,"Nicholas Lane, City of London, EC4N 7DT, United Kingdom",,Nicholas Lane,Nicholas Lane,EC4N 7DT,,Cornhill,,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ground Fl.,Clements House,10/11 Wood St.,London EC2V 7JB",2172,5,51.5144148,-0.0942079,"City of London, EC2V 7JB, United Kingdom",,,,EC2V 7JB,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ground Fl.,West,17th St.Helen's Place,London EC3A 6DG",2173,5,51.5153,-0.082,"City of London, EC3A 6DG, United Kingdom",,,,EC3A 6DG,,,,City of London,Greater London,England,ENG,United Kingdom,gb,0.6,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ground Fl.Elstree House,Elstree Way,Borehamwood,Herts WD6 1LS",2174,5,51.6598968,-0.2642688,"Elstree Way, Hertsmere, WD6 1LB, United Kingdom",,Elstree Way,Elstree Way,WD6 1LB,,Elstree and Borehamwood,HRT,Hertsmere,Hertfordshire,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Ground Fl.North,Brettenham House,Lancaster Place,London WC2E 7EN",2175,5,51.5105475,-0.1187244,"Lancaster Place, London, WC2E 7ED, United Kingdom",,Lancaster Place,Lancaster Place,WC2E 7ED,St Clement Danes,Covent Garden,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Grove House 248A Marylebone Rd.,London,NW1 6JZ",2176,5,51.5213056,-0.1643615,"Embassy of The Republic of Latvia (Consular Section), 248a Marylebone Road, London, NW1 5NP, United Kingdom",248a,Embassy of The Republic of Latvia (Consular Section),Marylebone Road,NW1 5NP,,Marylebone,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Grove House 248A,Marylebone Rd.,London,NW1 6JZ",2177,5,51.5213056,-0.1643615,"Embassy of The Republic of Latvia (Consular Section), 248a Marylebone Road, London, NW1 5NP, United Kingdom",248a,Embassy of The Republic of Latvia (Consular Section),Marylebone Road,NW1 5NP,,Marylebone,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Grove House,248A Marylebone Rd.,London NW1 6JZ",2178,5,51.5213056,-0.1643615,"Embassy of The Republic of Latvia (Consular Section), 248a Marylebone Road, London, NW1 5NP, United Kingdom",248a,Embassy of The Republic of Latvia (Consular Section),Marylebone Road,NW1 5NP,,Marylebone,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Grove Park Edgware Rd.,Colindale,London N.W.9 OJN",2179,5,51.5916555,-0.2495576,"Colindale, London, ENG, United Kingdom",,Colindale,,NW9 6DF,London Borough of Barnet,Colindale,,London,Greater London,England,ENG,United Kingdom,gb,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Guernsey,Channel Islands",2180,5,51.294465,-0.827247,"Guernsey Drive, Farm Drive, Fleet, GU51 2US, United Kingdom",,Guernsey Drive,Farm Drive,GU51 2US,Fleet,Fleet,HAM,Fleet,Hampshire,England,ENG,United Kingdom,gb,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Guildhall House,81-87,Gresham St.,London,EC2V 7NQ",2181,5,51.5151232,-0.0917099,"Alcatel Lucent, 81-87 Gresham Street, City of London, EC2V 7AY, United Kingdom",81-87,Alcatel Lucent,Gresham Street,EC2V 7AY,,Cheap,,City of London,Greater London,England,ENG,United Kingdom,gb,0.5103000000000001,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hamlet House,77 Fulham Palace Rd.,London,W6 8JA",2182,5,51.49006475,-0.22141737815207072,"No.1 Farriers Yard, 77 Fulham Palace Road, London, W6 8JA, United Kingdom",77,No.1 Farriers Yard,Fulham Palace Road,W6 8JA,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.9,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hammersmith Int'l Centre,3 Shortlands,2nd Fl.,London W6 8EE",2183,5,51.49269605,-0.21978824554255738,"3 Shortlands, London, W6 8BT, United Kingdom",3,,Shortlands,W6 8BT,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hammersmith Int'l Centre,3 Shortlands,London,W6 8EE",2184,5,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Hampshire,2185,5,51.083333,-1.166667,"Hampshire, ENG, UK",,,,,,,HAM,,Hampshire,England,ENG,United Kingdom,gb,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hampshire Int'l Business Park,Crockford Lane,Chineham,Basingstoke Habts,RG24 0WH",2186,5,51.2928606,-1.0682778,"Crockford Lane, Basingstoke and Deane, RG24 8UB, United Kingdom",,Crockford Lane,Crockford Lane,RG24 8UB,,Popley,HAM,Basingstoke and Deane,Hampshire,England,ENG,United Kingdom,gb,0.44099999999999995,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hampshire Int'l Business Park,Crockford Lane,Chineham,Basingstoke Habts,RG24 OWH",2187,5,51.2928606,-1.0682778,"Crockford Lane, Basingstoke and Deane, RG24 8UB, United Kingdom",,Crockford Lane,Crockford Lane,RG24 8UB,,Popley,HAM,Basingstoke and Deane,Hampshire,England,ENG,United Kingdom,gb,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hampshire Int'l Business Park,Crockford Lane,Chineham,Basingstoke Hants,RG24 8WH",2188,5,51.2998115,-1.0609892,"Crockford Lane, Basingstoke and Deane, RG24 8WH, United Kingdom",,Crockford Lane,Crockford Lane,RG24 8WH,Cufaude Village,,HAM,Basingstoke and Deane,Hampshire,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hampshire Int'l Business Park,Crockford Lane,Chineham,Basingstoke,Hampshire,RG24 8WH",2189,5,51.2998115,-1.0609892,"Crockford Lane, Basingstoke and Deane, RG24 8WH, United Kingdom",,Crockford Lane,Crockford Lane,RG24 8WH,Cufaude Village,,HAM,Basingstoke and Deane,Hampshire,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hampshire Int'l Business Park,Crockford Lane,Chineham,Basingstoke,Hants RG24 8WH",2190,5,51.2998115,-1.0609892,"Crockford Lane, Basingstoke and Deane, RG24 8WH, United Kingdom",,Crockford Lane,Crockford Lane,RG24 8WH,Cufaude Village,,HAM,Basingstoke and Deane,Hampshire,England,ENG,United Kingdom,gb,0.7,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Handel House,95 High St.,Edgware,Middlesex HA8 7DB",2191,5,51.59702985,-0.3361982344536318,"Launderette, 95A High Street, London, HA3 5DL, United Kingdom",95A,Launderette,High Street,HA3 5DL,London Borough of Harrow,Wealdstone,,London,Greater London,England,ENG,United Kingdom,gb,0.07695,0.3,0.3,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hanover Court,5 Hanover Sq.London W1R ODH",2192,5,52.663642,-1.580326,United Kingdom,,United Kingdom,,,,,,,,,,United Kingdom,gb,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
United Kingdom,"Hanover Court,5 Hanover Sq.London W1S 1HE",2193,5,51.51392085,-0.14281930942791737,"Hanover Court, 5 Hanover Square, London, W1S 1HQ, United Kingdom",5,Hanover Court,Hanover Square,W1S 1HQ,,Mayfair,,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.6475,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Hanover Court,5 Hanover Sq.London,W1S 1HE",2194,5,51.51392085,-0.14281930942791737,"Hanover Court, 5 Hanover Square, London, W1S 1HQ, United Kingdom",5,Hanover Court,Hanover Square,W1S 1HQ,,Mayfair,,City of Westminster,Greater London,England,ENG,United Kingdom,gb,0.6461538461538462,0.7,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Haratio House 77-85 Fulham Palace Rd.,London W6 8AJ",2195,5,51.4861848,-0.2205645,"Fulham Palace Road, London, W6 8QT, United Kingdom",,Fulham Palace Road,Fulham Palace Road,W6 8QT,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Haratio House 77-85 Fulham Palace Rd.,London,W6 8AJ",2196,5,51.4861848,-0.2205645,"Fulham Palace Road, London, W6 8QT, United Kingdom",,Fulham Palace Road,Fulham Palace Road,W6 8QT,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Haratio House 77-85 Fulham Palace Rd.,London,W6 8JA",2197,5,51.4861848,-0.2205645,"Fulham Palace Road, London, W6 8QT, United Kingdom",,Fulham Palace Road,Fulham Palace Road,W6 8QT,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
United Kingdom,"Haratio House,77-85 Fulham Palace Rd.,London W6 8JA",2198,5,51.4861848,-0.2205645,"Fulham Palace Road, London, W6 8QT, United Kingdom",,Fulham Palace Road,Fulham Palace Road,W6 8QT,London Borough of Hammersmith and Fulham,Brook Green,,London,Greater London,England,ENG,United Kingdom,gb,0.63,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
